;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,18185,-2.237248,10.66224,-3.164078,-0.4776297,0.6446148,-0.5969436,1,0.390625,0.1785715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18186,-2.167643,11.22482,-2.612265,-0.4776297,0.6446148,-0.5969436,1,0.375,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18187,-2.505744,10.66224,-2.949247,-0.4776297,0.6446148,-0.5969436,1,0.375,0.1785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18188,-1.633502,11.7874,-2.429424,-0.4727323,0.6442398,-0.6012314,1,0.390625,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18189,-1.491441,12.34998,-1.938302,-0.4727323,0.6442398,-0.6012314,1,0.375,0.07142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18190,-1.829542,11.7874,-2.275283,-0.4727323,0.6442398,-0.6012314,1,0.375,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18191,-3.456919,6.161622,-6.900305,-0.3595193,0.6458517,-0.6735142,1,0.421875,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18192,-3.828262,6.7242,-6.162612,-0.3595193,0.6458517,-0.6735142,1,0.40625,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18193,-4.093906,6.161622,-6.560284,-0.3595193,0.6458517,-0.6735142,1,0.40625,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18194,-3.008296,7.286777,-6.059865,-0.3586208,0.6458007,-0.674042,1,0.421875,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18195,-3.296973,7.849356,-5.367268,-0.3586208,0.6458007,-0.674042,1,0.40625,0.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18196,-3.562618,7.286777,-5.76494,-0.3586208,0.6458007,-0.674042,1,0.40625,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18197,-2.559672,8.411934,-5.219424,-0.3574055,0.6457301,-0.6747548,1,0.421875,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18198,-2.765684,8.974512,-4.571924,-0.3574055,0.6457301,-0.6747548,1,0.40625,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18199,-3.031329,8.411934,-4.969596,-0.3574055,0.6457301,-0.6747548,1,0.40625,0.3214287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18200,-2.111049,9.53709,-4.378983,-0.3556665,0.6456283,-0.6757703,1,0.421875,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18201,-2.234396,10.09967,-3.776581,-0.3556665,0.6456283,-0.6757703,1,0.40625,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18202,-2.50004,9.53709,-4.174253,-0.3556665,0.6456283,-0.6757703,1,0.40625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18203,-1.662425,10.66224,-3.538543,-0.3529769,0.6454636,-0.6773361,1,0.421875,0.1785715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18204,-1.703107,11.22482,-2.981237,-0.3529769,0.6454636,-0.6773361,1,0.40625,0.1428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18205,-1.968751,10.66224,-3.378909,-0.3529769,0.6454636,-0.6773361,1,0.40625,0.1785715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18206,-1.213802,11.7874,-2.698102,-0.3482601,0.6451619,-0.6800596,1,0.421875,0.1071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18207,-1.171818,12.34998,-2.185893,-0.3482601,0.6451619,-0.6800596,1,0.40625,0.07142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18208,-1.437462,11.7874,-2.583565,-0.3482601,0.6451619,-0.6800596,1,0.40625,0.1071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18209,-2.128762,6.161622,-7.449711,-0.2211781,0.6465541,-0.7301013,1,0.453125,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18210,-2.636953,6.7242,-6.797558,-0.2211781,0.6465541,-0.7301013,1,0.4374999,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18211,-2.819932,6.161622,-7.240326,-0.2211781,0.6465541,-0.7301013,1,0.4375,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18212,-1.8525,7.286777,-6.536403,-0.2205217,0.64652,-0.73033,1,0.453125,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18213,-2.270995,7.849356,-5.91202,-0.2205217,0.64652,-0.73033,1,0.4375001,0.3571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18214,-2.453974,7.286777,-6.354789,-0.2205217,0.64652,-0.73033,1,0.4375,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18215,-1.576239,8.411934,-5.623095,-0.2196345,0.6464743,-0.7306379,1,0.453125,0.3214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18216,-1.905037,8.974512,-5.026483,-0.2196345,0.6464743,-0.7306379,1,0.4375,0.2857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18217,-2.088016,8.411934,-5.469252,-0.2196345,0.6464743,-0.7306379,1,0.4375,0.3214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18218,-1.299978,9.53709,-4.709786,-0.2183676,0.6464078,-0.7310762,1,0.453125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18219,-1.539079,10.09967,-4.140945,-0.2183676,0.6464078,-0.7310762,1,0.4375,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18220,-1.722058,9.53709,-4.583714,-0.2183676,0.6464078,-0.7310762,1,0.4375,0.2499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18221,-1.023717,10.66224,-3.796479,-0.216415,0.6463022,-0.73175,1,0.453125,0.1785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18222,-1.17312,11.22482,-3.255408,-0.216415,0.6463022,-0.73175,1,0.4375,0.1428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18223,-1.3561,10.66224,-3.698177,-0.216415,0.6463022,-0.73175,1,0.4375,0.1785715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18224,-0.7474558,11.7874,-2.883171,-0.2130073,0.6461121,-0.7329168,1,0.453125,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18225,-0.8071623,12.34998,-2.36987,-0.2130073,0.6461121,-0.7329168,1,0.4375,0.07142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18226,-0.9901414,11.7874,-2.812639,-0.2130073,0.6461121,-0.7329168,1,0.4375,0.1071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18227,-0.7187966,6.161622,-7.729796,-0.07463558,0.6470345,-0.7587991,1,0.484375,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18228,-1.344308,6.7242,-7.188556,-0.07463558,0.6470345,-0.7587991,1,0.46875,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18229,-1.437591,6.161622,-7.659096,-0.07463558,0.6470345,-0.7587991,1,0.46875,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18230,-0.6255143,7.286777,-6.779341,-0.0743947,0.6470219,-0.7588333,1,0.484375,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18231,-1.157744,7.849356,-6.247478,-0.0743947,0.6470219,-0.7588333,1,0.46875,0.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18232,-1.251026,7.286777,-6.718017,-0.0743947,0.6470219,-0.7588333,1,0.46875,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18233,-0.5322321,8.411934,-5.828885,-0.07406791,0.6470063,-0.7588786,1,0.484375,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18234,-0.9711804,8.974512,-5.306399,-0.07406791,0.6470063,-0.7588786,1,0.46875,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18235,-1.064462,8.411934,-5.776938,-0.07406791,0.6470063,-0.7588786,1,0.46875,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18236,-0.4389499,9.53709,-4.878429,-0.07360382,0.6469837,-0.7589431,1,0.484375,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18237,-0.7846163,10.09967,-4.36532,-0.07360382,0.6469837,-0.7589431,1,0.4687501,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18238,-0.8778983,9.53709,-4.835859,-0.07360382,0.6469837,-0.7589431,1,0.46875,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18239,-0.3456677,10.66224,-3.927974,-0.07288767,0.6469476,-0.7590429,1,0.484375,0.1785713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18240,-0.5980522,11.22482,-3.424242,-0.07288767,0.6469476,-0.7590429,1,0.4687501,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18241,-0.6913342,10.66224,-3.894781,-0.07288767,0.6469476,-0.7590429,1,0.4687501,0.1785713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18242,-0.2523855,11.7874,-2.977518,-0.07164208,0.646885,-0.7592149,1,0.484375,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18243,-0.4114881,12.34998,-2.483163,-0.07164208,0.646885,-0.7592149,1,0.4687501,0.07142848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18244,-0.5047702,11.7874,-2.953702,-0.07164208,0.646885,-0.7592149,1,0.4687501,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18245,0.7187917,6.161622,-7.729796,0.07462246,0.6471922,-0.7586659,1,0.515625,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18246,-2.3315E-06,6.7242,-7.320581,0.07462246,0.6471922,-0.7586659,1,0.5,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18247,-2.505482E-06,6.161622,-7.800497,0.07462246,0.6471922,-0.7586659,1,0.5,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18248,0.6255101,7.286777,-6.779341,0.07437959,0.647204,-0.7586796,1,0.515625,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18249,-1.983534E-06,7.849356,-6.360748,0.07437959,0.647204,-0.7586796,1,0.5,0.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18250,-2.157517E-06,7.286777,-6.840665,0.07437959,0.647204,-0.7586796,1,0.5,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18251,0.5322286,8.411934,-5.828885,0.07405031,0.6472195,-0.7586985,1,0.515625,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18252,-1.635569E-06,8.974512,-5.400916,0.07405031,0.6472195,-0.7586985,1,0.5,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18253,-1.809552E-06,8.411934,-5.880832,0.07405031,0.6472195,-0.7586985,1,0.5,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18254,0.4389471,9.53709,-4.878429,0.0735826,0.647243,-0.758724,1,0.515625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18255,-1.287604E-06,10.09967,-4.441083,0.0735826,0.647243,-0.758724,1,0.4999999,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18256,-1.461586E-06,9.53709,-4.921,0.0735826,0.647243,-0.758724,1,0.4999999,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18257,0.3456655,10.66224,-3.927974,0.07286097,0.6472766,-0.758765,1,0.515625,0.1785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18258,-9.396383E-07,11.22482,-3.48125,0.07286097,0.6472766,-0.758765,1,0.5,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18259,-1.113621E-06,10.66224,-3.961167,0.07286097,0.6472766,-0.758765,1,0.5,0.1785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18260,0.252384,11.7874,-2.977518,0.07160613,0.6473356,-0.7588341,1,0.515625,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18261,-5.91673E-07,12.34998,-2.521418,0.07160613,0.6473356,-0.7588341,1,0.5000001,0.07142848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18262,-7.656556E-07,11.7874,-3.001334,0.07160613,0.6473356,-0.7588341,1,0.5,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18263,2.128757,6.161622,-7.449712,0.2210661,0.6470054,-0.7297354,1,0.546875,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18264,1.344304,6.7242,-7.188556,0.2210661,0.6470054,-0.7297354,1,0.53125,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18265,1.437586,6.161622,-7.659096,0.2210661,0.6470054,-0.7297354,1,0.53125,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18266,1.852496,7.286777,-6.536404,0.2203937,0.6470384,-0.7299096,1,0.546875,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18267,1.157741,7.849356,-6.247478,0.2203937,0.6470384,-0.7299096,1,0.53125,0.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18268,1.251022,7.286777,-6.718017,0.2203937,0.6470384,-0.7299096,1,0.53125,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18269,1.576236,8.411934,-5.623096,0.2194851,0.6470838,-0.7301431,1,0.546875,0.3214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18270,0.9711773,8.974512,-5.306399,0.2194851,0.6470838,-0.7301431,1,0.53125,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18271,1.064459,8.411934,-5.776938,0.2194851,0.6470838,-0.7301431,1,0.53125,0.3214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18272,1.299975,9.53709,-4.709787,0.2181874,0.6471472,-0.7304757,1,0.546875,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18273,0.7846138,10.09967,-4.36532,0.2181874,0.6471472,-0.7304757,1,0.53125,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18274,0.8778956,9.53709,-4.835859,0.2181874,0.6471472,-0.7304757,1,0.53125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18275,1.023715,10.66224,-3.796479,0.2161879,0.6472418,-0.7309862,1,0.546875,0.1785715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18276,0.5980504,11.22482,-3.424242,0.2161879,0.6472418,-0.7309862,1,0.53125,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18277,0.6913321,10.66224,-3.894781,0.2161879,0.6472418,-0.7309862,1,0.53125,0.1785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18278,0.7474544,11.7874,-2.883171,0.2127009,0.6474009,-0.7318677,1,0.546875,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18279,0.411487,12.34998,-2.483163,0.2127009,0.6474009,-0.7318677,1,0.53125,0.07142854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18280,0.5047687,11.7874,-2.953702,0.2127009,0.6474009,-0.7318677,1,0.53125,0.1071428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18281,3.456915,6.161622,-6.900308,0.3592492,0.6465285,-0.6730089,1,0.578125,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18282,2.636949,6.7242,-6.79756,0.3592492,0.6465285,-0.6730089,1,0.5625,0.4285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18283,2.819928,6.161622,-7.240329,0.3592492,0.6465285,-0.6730089,1,0.5625,0.4642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18284,3.008292,7.286777,-6.059867,0.3583109,0.6465785,-0.6734608,1,0.578125,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18285,2.270992,7.849356,-5.912022,0.3583109,0.6465785,-0.6734608,1,0.5625,0.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18286,2.45397,7.286777,-6.354791,0.3583109,0.6465785,-0.6734608,1,0.5625,0.3928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18287,2.559669,8.411934,-5.219425,0.3570421,0.646645,-0.6740707,1,0.578125,0.3214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18288,1.905034,8.974512,-5.026484,0.3570421,0.646645,-0.6740707,1,0.5625,0.2857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18289,2.088013,8.411934,-5.469253,0.3570421,0.646645,-0.6740707,1,0.5625,0.3214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,18290,2.111046,9.53709,-4.378984,0.3552284,0.6467394,-0.6749378,1,0.578125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"上半身",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
